,animal_id,animal_type,animal_breed,kennel_status,intake_type,intake_subtype,intake_date,intake_condition,outcome_type,outcome_date,outcome_condition,month,year
67823,A1017181,DOG,ROTTWEILER,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67822,A1017180,DOG,ROTTWEILER,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67821,A1017179,DOG,ROTTWEILER,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67808,A1017173,DOG,CHIHUAHUA LH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67875,A1017234,DOG,AUST CATTLE DOG,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67876,A1017235,DOG,SCHNAUZER MIN,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67947,A1017300,DOG,LABRADOR RETR,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67938,A1017291,DOG,PIT BULL,LAB,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
67929,A1017280,DOG,PIT BULL,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67948,A1017301,DOG,LABRADOR RETR,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67971,A1017320,DOG,BEAGLE,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67956,A1017310,DOG,CHIHUAHUA SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67955,A1017309,DOG,CHIHUAHUA SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67912,A1017267,DOG,PUG,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,HEALTHY,ADOPTION,2017-12-21T00:00:00.000,HEALTHY,DEC.2017,FY2018
68409,A1017762,DOG,ALASKAN HUSKY,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68408,A1017761,DOG,PIT BULL,LAB,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-28T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68573,A1017913,DOG,GERM SHEPHERD,LAB,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-03T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68414,A1017767,DOG,CHIHUAHUA SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68431,A1017784,DOG,RAT TERRIER,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68423,A1017776,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,HEALTHY,ADOPTION,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68419,A1017772,DOG,CHIHUAHUA SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68417,A1017770,DOG,POODLE STND,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68416,A1017769,DOG,COLLIE ROUGH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,2017-12-31T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68370,A1017722,DOG,CHIHUAHUA SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68363,A1017716,DOG,CHIHUAHUA SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68359,A1017712,DOG,LABRADOR RETR,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68350,A1017703,DOG,CHIHUAHUA LH,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68372,A1017724,DOG,LABRADOR RETR,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2017-12-27T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-27T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68381,A1017734,DOG,CHOW CHOW,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-27T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68569,A1017908,DOG,ROTTWEILER,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68378,A1017730,DOG,AUST SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68572,A1017912,DOG,PIT BULL,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68436,A1017789,DOG,LABRADOR RETR,LAB,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE MANAGEABLE CONTAGIOUS,EUTHANIZED,2018-01-15T00:00:00.000,UNHEALTHY UNTREATABLE CONTAGIOUS,DEC.2017,FY2018
68608,A1017946,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,HEALTHY,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68587,A1017924,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68453,A1017807,DOG,LABRADOR RETR,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68458,A1017812,DOG,LABRADOR RETR,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE MANAGEABLE CONTAGIOUS,TRANSFER,2018-01-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68617,A1017957,DOG,AUST CATTLE DOG,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68621,A1017960,DOG,CHIHUAHUA SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-30T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68607,A1017945,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,HEALTHY,ADOPTION,2018-01-04T00:00:00.000,HEALTHY,DEC.2017,FY2018
68606,A1017944,DOG,BOXER,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68454,A1017808,DOG,LABRADOR RETR,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68457,A1017811,DOG,LABRADOR RETR,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68456,A1017810,DOG,LABRADOR RETR,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68455,A1017809,DOG,LABRADOR RETR,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-01-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68602,A1017939,DOG,LABRADOR RETR,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68586,A1017923,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68644,A1017988,DOG,GERM SHEPHERD,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2017-12-31T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-31T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68641,A1017985,DOG,ROTTWEILER,LAB,OWNER SURRENDER,GENERAL,2017-12-31T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-02T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68625,A1017966,DOG,YORKSHIRE TERR,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-31T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68582,A1017920,DOG,BOXER,LAB,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-02T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68228,A1017572,DOG,PIT BULL,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68258,A1017606,DOG,CHIHUAHUA LH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68256,A1017603,DOG,DACHSHUND,LAB,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-26T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68255,A1017602,DOG,PIT BULL,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68254,A1017601,DOG,LABRADOR RETR,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68252,A1017598,DOG,PIT BULL,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68251,A1017597,DOG,PIT BULL,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68260,A1017608,DOG,PIT BULL,LAB,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-06T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68204,A1017546,DOG,ROTTWEILER,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68203,A1017544,DOG,LABRADOR RETR,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68556,A1017896,DOG,PIT BULL,LAB,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,UNHEALTHY UNTREATABLE CONTAGIOUS,EUTHANIZED,2018-01-14T00:00:00.000,UNHEALTHY UNTREATABLE CONTAGIOUS,DEC.2017,FY2018
68325,A1017677,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68564,A1017904,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68563,A1017902,DOG,PIT BULL,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,HEALTHY,TRANSFER,2018-01-12T00:00:00.000,HEALTHY,DEC.2017,FY2018
68320,A1017674,DOG,GERM SHEPHERD,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68326,A1017678,DOG,BORDER COLLIE,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68565,A1017905,DOG,GERM SHEPHERD,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68331,A1017683,DOG,LABRADOR RETR,LAB,OWNER SURRENDER,QUARANTINE,2017-12-27T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-03T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68330,A1017682,DOG,YORKSHIRE TERR,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68281,A1017631,DOG,PIT BULL,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68280,A1017630,DOG,PIT BULL,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68273,A1017625,DOG,ST BERNARD SMTH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68557,A1017897,DOG,PIT BULL,LAB,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-02T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68263,A1017611,DOG,PIT BULL,LAB,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68282,A1017632,DOG,PIT BULL,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68261,A1017609,DOG,CHIHUAHUA SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68283,A1017633,DOG,PIT BULL,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68298,A1017650,DOG,PIT BULL,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68297,A1017649,DOG,CATAHOULA,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68296,A1017648,DOG,LABRADOR RETR,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-31T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68294,A1017646,DOG,BOSTON TERRIER,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68284,A1017634,DOG,PIT BULL,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67413,A1016762,DOG,COCKER SPAN,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2017-12-14T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-14T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
67409,A1016758,DOG,SHIH TZU,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,HEALTHY,ADOPTION,2017-12-16T00:00:00.000,HEALTHY,DEC.2017,FY2018
67418,A1016768,DOG,PUG,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67430,A1016780,DOG,LABRADOR RETR,LAB,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-31T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
67428,A1016778,DOG,KEESHOND,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2017-12-14T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-14T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
67417,A1016767,DOG,PUG,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67372,A1016716,DOG,PIT BULL,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67371,A1016715,DOG,PIT BULL,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67370,A1016714,DOG,PIT BULL,LAB,OWNER SURRENDER,GENERAL,2017-12-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,2018-01-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67387,A1016734,DOG,ROTTWEILER,LAB,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2017-12-14T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
