,animal_id,animal_type,animal_breed,kennel_status,intake_type,intake_subtype,intake_date,intake_condition,outcome_type,outcome_date,outcome_condition,month,year
29035,A1091875,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-27T00:00:00.000,APP WNL,ADOPTION,2019-12-28T00:00:00.000,APP WNL,DEC.2019,FY2020
28980,A1090334,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-07T00:00:00.000,APP WNL,ADOPTION,2019-12-28T00:00:00.000,APP WNL,DEC.2019,FY2020
29434,A1091367,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-20T00:00:00.000,APP WNL,ADOPTION,2019-12-29T00:00:00.000,APP WNL,DEC.2019,FY2020
29017,A1091890,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-27T00:00:00.000,APP WNL,ADOPTION,2019-12-28T00:00:00.000,APP WNL,DEC.2019,FY2020
28988,A1091886,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-27T00:00:00.000,APP WNL,ADOPTION,2019-12-28T00:00:00.000,APP WNL,DEC.2019,FY2020
29208,A1091365,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-20T00:00:00.000,APP WNL,ADOPTION,2019-12-28T00:00:00.000,APP WNL,DEC.2019,FY2020
29303,A1091673,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-24T00:00:00.000,APP WNL,ADOPTION,2019-12-29T00:00:00.000,APP WNL,DEC.2019,FY2020
29191,A1091366,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-20T00:00:00.000,APP WNL,ADOPTION,2019-12-28T00:00:00.000,APP WNL,DEC.2019,FY2020
29193,A1091888,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-27T00:00:00.000,APP WNL,ADOPTION,2019-12-28T00:00:00.000,APP WNL,DEC.2019,FY2020
29464,A1091234,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,RETURN30,2019-12-26T00:00:00.000,APP WNL,ADOPTION,2019-12-29T00:00:00.000,APP WNL,DEC.2019,FY2020
28744,A0745135,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2019-12-16T00:00:00.000,APP WNL,ADOPTION,2019-12-27T00:00:00.000,APP WNL,DEC.2019,FY2020
2038,A0703517,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,EUTHANASIA REQUESTED,2021-12-01T00:00:00.000,CRITICAL,EUTHANIZED,2021-12-01T00:00:00.000,CRITICAL,DEC.2021,FY2022
2516,A1135418,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-05T00:00:00.000,APP WNL,RETURNED TO OWNER,2021-12-07T00:00:00.000,APP WNL,DEC.2021,FY2022
7269,A1136239,CAT,DOMESTIC SH,EU RISK,OWNER SURRENDER,APPOINT,2021-12-17T00:00:00.000,APP WNL,TRANSFER,2022-01-07T00:00:00.000,APP WNL,DEC.2021,FY2022
2482,A1135223,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,APPOINT,2021-12-02T00:00:00.000,APP WNL,ADOPTION,2021-12-04T00:00:00.000,APP WNL,DEC.2021,FY2022
7024,A1136456,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-21T00:00:00.000,APP WNL,ADOPTION,2021-12-29T00:00:00.000,APP WNL,DEC.2021,FY2022
7059,A1136869,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-27T00:00:00.000,APP WNL,ADOPTION,2021-12-29T00:00:00.000,APP WNL,DEC.2021,FY2022
2813,A1135750,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-10T00:00:00.000,APP WNL,TRANSFER,2021-12-13T00:00:00.000,APP INJ,DEC.2021,FY2022
7790,A1137133,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-30T00:00:00.000,APP WNL,ADOPTION,2022-01-08T00:00:00.000,APP WNL,DEC.2021,FY2022
7614,A1137132,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-30T00:00:00.000,APP WNL,ADOPTION,2022-01-03T00:00:00.000,APP WNL,DEC.2021,FY2022
7325,A1137210,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-31T00:00:00.000,APP WNL,TRANSFER,2022-01-03T00:00:00.000,APP WNL,DEC.2021,FY2022
7481,A1137212,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-31T00:00:00.000,APP WNL,TRANSFER,2022-01-03T00:00:00.000,APP WNL,DEC.2021,FY2022
593,A1135224,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,APPOINT,2021-12-02T00:00:00.000,APP WNL,ADOPTION,2021-12-04T00:00:00.000,APP WNL,DEC.2021,FY2022
7432,A1137211,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-31T00:00:00.000,APP WNL,TRANSFER,2022-01-03T00:00:00.000,APP WNL,DEC.2021,FY2022
5706,A1135753,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-10T00:00:00.000,APP WNL,ADOPTION,2021-12-10T00:00:00.000,APP WNL,DEC.2021,FY2022
4805,A1135193,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-02T00:00:00.000,APP WNL,RETURNED TO OWNER,2021-12-08T00:00:00.000,APP WNL,DEC.2021,FY2022
5789,A1135917,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,ADOPTION,2021-12-19T00:00:00.000,APP WNL,DEC.2021,FY2022
4902,A1135220,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-02T00:00:00.000,APP WNL,ADOPTION,2021-12-05T00:00:00.000,APP WNL,DEC.2021,FY2022
5647,A1135751,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-10T00:00:00.000,APP WNL,ADOPTION,2021-12-10T00:00:00.000,APP WNL,DEC.2021,FY2022
5663,A1135586,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-07T00:00:00.000,APP WNL,TRANSFER,2021-12-11T00:00:00.000,APP WNL,DEC.2021,FY2022
5667,A1135728,CAT,DOMESTIC LH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-09T00:00:00.000,APP WNL,ADOPTION,2021-12-11T00:00:00.000,APP WNL,DEC.2021,FY2022
5989,A1135851,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,TRANSFER,2021-12-14T00:00:00.000,APP WNL,DEC.2021,FY2022
4530,A1130013,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-11T00:00:00.000,APP WNL,ADOPTION,2021-12-13T00:00:00.000,APP WNL,DEC.2021,FY2022
5844,A1135585,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-07T00:00:00.000,APP WNL,TRANSFER,2021-12-11T00:00:00.000,APP WNL,DEC.2021,FY2022
5875,A1135749,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-10T00:00:00.000,APP WNL,ADOPTION,2021-12-10T00:00:00.000,APP WNL,DEC.2021,FY2022
4666,A1129224,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-01T00:00:00.000,APP WNL,TRANSFER,2021-12-02T00:00:00.000,APP WNL,DEC.2021,FY2022
5886,A1135752,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-10T00:00:00.000,APP WNL,ADOPTION,2021-12-10T00:00:00.000,APP WNL,DEC.2021,FY2022
5302,A1135932,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,ADOPTION,2021-12-14T00:00:00.000,APP WNL,DEC.2021,FY2022
5257,A1135857,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,TRANSFER,2021-12-14T00:00:00.000,APP WNL,DEC.2021,FY2022
5335,A1135856,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,TRANSFER,2021-12-14T00:00:00.000,APP WNL,DEC.2021,FY2022
5340,A1135854,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,TRANSFER,2021-12-14T00:00:00.000,APP WNL,DEC.2021,FY2022
5318,A1136458,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-21T00:00:00.000,APP WNL,ADOPTION,2021-12-23T00:00:00.000,APP WNL,DEC.2021,FY2022
5355,A1135270,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,URGENT,2021-12-03T00:00:00.000,APP WNL,ADOPTION,2021-12-06T00:00:00.000,APP WNL,DEC.2021,FY2022
5482,A1135638,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-08T00:00:00.000,APP SICK,EUTHANIZED,2021-12-08T00:00:00.000,CRITICAL,DEC.2021,FY2022
5545,A1136238,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,APPOINT,2021-12-17T00:00:00.000,APP WNL,RETURNED TO OWNER,2021-12-23T00:00:00.000,APP WNL,DEC.2021,FY2022
5014,A1135853,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,TRANSFER,2021-12-14T00:00:00.000,APP WNL,DEC.2021,FY2022
5003,A1135852,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,TRANSFER,2021-12-14T00:00:00.000,APP WNL,DEC.2021,FY2022
6465,A1117459,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-18T00:00:00.000,APP WNL,TRANSFER,2021-12-21T00:00:00.000,APP WNL,DEC.2021,FY2022
6353,A1135645,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,WALK IN,2021-12-20T00:00:00.000,APP WNL,ADOPTION,2021-12-20T00:00:00.000,APP WNL,DEC.2021,FY2022
6320,A1136870,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-27T00:00:00.000,APP WNL,ADOPTION,2021-12-28T00:00:00.000,APP WNL,DEC.2021,FY2022
6508,A1136751,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,URGENT,2021-12-25T00:00:00.000,APP SICK,TRANSFER,2021-12-28T00:00:00.000,UNDERAGE,DEC.2021,FY2022
6533,A1136865,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-27T00:00:00.000,APP WNL,ADOPTION,2021-12-29T00:00:00.000,APP WNL,DEC.2021,FY2022
6613,A1136862,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-27T00:00:00.000,APP WNL,ADOPTION,2021-12-29T00:00:00.000,APP WNL,DEC.2021,FY2022
4425,A0517410,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,WALK IN,2021-12-01T00:00:00.000,APP SICK,EUTHANIZED,2021-12-02T00:00:00.000,APP SICK,DEC.2021,FY2022
4420,A1135759,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-10T00:00:00.000,APP WNL,ADOPTION,2021-12-12T00:00:00.000,APP WNL,DEC.2021,FY2022
6130,A1135919,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,ADOPTION,2021-12-17T00:00:00.000,APP WNL,DEC.2021,FY2022
6112,A1135913,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,ADOPTION,2021-12-17T00:00:00.000,APP WNL,DEC.2021,FY2022
4416,A1135196,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-02T00:00:00.000,APP WNL,ADOPTION,2021-12-05T00:00:00.000,APP WNL,DEC.2021,FY2022
6114,A1135915,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,WALK IN,2021-12-11T00:00:00.000,APP WNL,ADOPTION,2021-12-17T00:00:00.000,APP WNL,DEC.2021,FY2022
6036,A1117458,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,APPOINT,2021-12-18T00:00:00.000,APP WNL,ADOPTION,2021-12-20T00:00:00.000,APP WNL,DEC.2021,FY2022
73361,A1022732,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2018-02-28T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-28T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
73241,A1022608,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-03-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
73110,A1022467,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-02-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
73220,A1022587,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-02-27T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-03-10T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,FEB.2018,FY2018
73133,A1022490,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-02-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-02-28T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,FEB.2018,FY2018
73338,A1022703,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-02-28T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-28T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
71951,A1021287,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-02-09T00:00:00.000,TREATABLE MANAGEABLE CONTAGIOUS,ADOPTION,2018-02-14T00:00:00.000,TREATABLE MANAGEABLE CONTAGIOUS,FEB.2018,FY2018
71927,A1021262,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71929,A1021263,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-09T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
67611,A1016968,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-02-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-03-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71789,A1021105,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,RETURN30,2018-02-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72150,A1021492,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72234,A1021578,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-02-13T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-15T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
72040,A1021373,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2018-02-10T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-10T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
72045,A1021379,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71412,A1020731,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-02T00:00:00.000,HEALTHY,ADOPTION,2018-02-05T00:00:00.000,HEALTHY,FEB.2018,FY2018
71361,A1020676,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-02T00:00:00.000,HEALTHY,ADOPTION,2018-02-05T00:00:00.000,HEALTHY,FEB.2018,FY2018
71367,A1020681,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71368,A1020682,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71375,A1020691,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
68525,A1017871,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-02-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71560,A1020873,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-02-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71561,A1020874,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71587,A1020898,CAT,DOMESTIC LH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-04T00:00:00.000,HEALTHY,ADOPTION,2018-02-06T00:00:00.000,HEALTHY,FEB.2018,FY2018
71588,A1020899,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-04T00:00:00.000,HEALTHY,ADOPTION,2018-02-06T00:00:00.000,HEALTHY,FEB.2018,FY2018
71559,A1020872,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-02-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-19T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
71633,A1020946,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71470,A1020787,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-03T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,2018-02-12T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
71471,A1020788,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-02-03T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,2018-02-08T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
71445,A1020764,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
71450,A1020767,CAT,DOMESTIC MH,LAB,OWNER SURRENDER,GENERAL,2018-02-03T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-03T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
71528,A1020842,CAT,RUSSIAN BLUE,UNAVAILABLE,OWNER SURRENDER,QUARANTINE,2018-02-04T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,2018-02-15T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
58173,A0751386,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-02-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72743,A1022127,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-02-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
58562,A0872715,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72651,A1022024,CAT,SIAMESE,IMPOUNDED,OWNER SURRENDER,GENERAL,2018-02-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72652,A1022026,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-03-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
59120,A0948916,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-02T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,ADOPTION,2018-02-13T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
59058,A0941231,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-25T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-03-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
58997,A0936627,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-17T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-03-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72962,A1022331,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
73086,A1022446,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,2018-02-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-25T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
72787,A1022172,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,GENERAL,2018-02-21T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,2018-02-22T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
72813,A1022201,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,2018-03-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72932,A1022304,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-03-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
72400,A1021761,CAT,DOMESTIC SH,LAB,OWNER SURRENDER,QUARANTINE,2018-02-15T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,2018-03-01T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FEB.2018,FY2018
66426,A1015769,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
59960,A0995287,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2018-02-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
59973,A0995846,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2018-02-10T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-02-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,FEB.2018,FY2018
