,animal_id,animal_type,animal_breed,kennel_status,intake_type,intake_subtype,intake_date,intake_condition,outcome_type,outcome_date,outcome_condition,month,year
66371,A1015715,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
66369,A1015712,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-01T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68041,A1017390,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68038,A1017386,CAT,DOMESTIC SH,IMPOUNDED,STRAY,AT LARGE,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68034,A1017381,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68033,A1017380,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68046,A1017395,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67989,A1017337,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67988,A1017336,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67986,A1017334,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67985,A1017332,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67987,A1017335,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68017,A1017366,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68016,A1017365,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68013,A1017361,CAT,DOMESTIC MH,UNAVAILABLE,STRAY,AT LARGE,2017-12-22T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68127,A1017475,CAT,DOMESTIC LH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68148,A1017496,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68118,A1017467,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-23T00:00:00.000,HEALTHY,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68094,A1017443,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68096,A1017445,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68095,A1017444,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67846,A1017204,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67845,A1017203,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67840,A1017199,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67871,A1017231,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67862,A1017221,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67882,A1017241,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67881,A1017240,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67918,A1017273,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67917,A1017272,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67916,A1017271,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67915,A1017270,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-21T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68548,A1017888,CAT,DOMESTIC SH,IMPOUNDED,STRAY,CONFINED,2017-12-29T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68410,A1017763,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-01-08T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68578,A1017916,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68576,A1017915,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68411,A1017764,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68401,A1017754,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68412,A1017765,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-05T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68365,A1017718,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68355,A1017709,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68571,A1017910,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-30T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,ADOPTION,2018-01-05T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
68434,A1017787,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68640,A1017984,CAT,DOMESTIC LH,IMPOUNDED,STRAY,CONFINED,2017-12-31T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68631,A1017975,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-31T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68555,A1017895,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-30T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-01-05T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68549,A1017889,CAT,DOMESTIC SH,IMPOUNDED,STRAY,CONFINED,2017-12-29T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68202,A1017543,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-28T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68304,A1017657,CAT,DOMESTIC MH,AVAILABLE,STRAY,CONFINED,2017-12-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-01-06T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68303,A1017656,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68271,A1017621,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68269,A1017619,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68268,A1017618,CAT,AMER SH,UNAVAILABLE,STRAY,CONFINED,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-06T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68299,A1017651,CAT,DOMESTIC MH,UNAVAILABLE,STRAY,AT LARGE,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-02T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68290,A1017640,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-26T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2018-01-09T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
68288,A1017638,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-04T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67412,A1016761,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-24T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67416,A1016766,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67419,A1016769,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-31T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67432,A1016782,CAT,DOMESTIC SH,AVAILABLE,STRAY,CONFINED,2017-12-14T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67373,A1016718,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68495,A1017844,CAT,DOMESTIC SH,IMPOUNDED,STRAY,AT LARGE,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-03T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67398,A1016745,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68496,A1017845,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2018-01-08T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67436,A1016785,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67489,A1016849,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-15T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE MANAGEABLE NON-CONTAGIOUS,DEC.2017,FY2018
67437,A1016786,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67279,A1016618,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67278,A1016617,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67277,A1016616,CAT,DOMESTIC MH,UNAVAILABLE,STRAY,CONFINED,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67222,A1016563,CAT,DOMESTIC MH,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-14T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67223,A1016564,CAT,DOMESTIC MH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67261,A1016599,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67260,A1016598,CAT,DOMESTIC SH,AVAILABLE,STRAY,AT LARGE,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67359,A1016705,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67200,A1016536,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-16T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
68493,A1017842,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-29T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67356,A1016702,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-13T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67205,A1016545,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-12T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67492,A1016851,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-19T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67127,A1016462,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67120,A1016456,CAT,DOMESTIC SH,IMPOUNDED,STRAY,AT LARGE,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67693,A1017052,CAT,DOMESTIC SH,IMPOUNDED,STRAY,AT LARGE,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67122,A1016458,CAT,DOMESTIC SH,IMPOUNDED,STRAY,AT LARGE,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-15T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67692,A1017051,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,AT LARGE,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67690,A1017049,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-27T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67689,A1017048,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67686,A1017042,CAT,SIAMESE,UNAVAILABLE,STRAY,AT LARGE,2017-12-18T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,ADOPTION,2018-01-06T00:00:00.000,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEC.2017,FY2018
67643,A1016999,CAT,DOMESTIC SH,IMPOUNDED,OWNER SURRENDER,GENERAL,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67136,A1016469,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-23T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67128,A1016463,CAT,DOMESTIC SH,AVAILABLE,OWNER SURRENDER,GENERAL,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67129,A1016464,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-20T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
67130,A1016465,CAT,DOMESTIC SH,UNAVAILABLE,OWNER SURRENDER,GENERAL,2017-12-11T00:00:00.000,TREATABLE REHABILITABLE CONTAGIOUS,ADOPTION,2017-12-26T00:00:00.000,TREATABLE REHABILITABLE CONTAGIOUS,DEC.2017,FY2018
67650,A1017005,CAT,DOMESTIC SH,UNAVAILABLE,STRAY,CONFINED,2017-12-18T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,2017-12-30T00:00:00.000,TREATABLE REHABILITABLE NON-CONTAGIOUS,DEC.2017,FY2018
